"","COMID","FromNode","ToNode","AreSqKM","acm_resp","reach_lgt","reach_slp","river_lgt","river_slp","catch_area","wshd_area","reach_resp","logDA_km2","logw_m","length_m","d50m","order","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt"
"629",23100726,50019719,50019711,4.7259,34.16415869,3.612,0.06,16.58,0.044632,4.73,18.31,2.684618158,1.262614809,0.532923036,3612,0.00169001,2,0.781818182,10.45357345,0.218799962,5.126439047,-4.485141962,2.675799588,0.008818569,0.0808000000000001,0.3928,0.5264,0.0981,0.4509,0.451,0.908116363288239,0.826603136206662,0.946037513736731,0.861120454863698
"630",23100728,50155262,50019757,4.5162,0.032747252,2.62,0.1,2.62,0.038168,4.52,4.52,0.032747252,0.654773166,0.212961943,2620,0.00022613,1,0.781818182,10.39501264,1.599102935,5.573869596,-6.270841996,0.032626029,0.000121223,0,0,1,0,0,1,0,0,0,0
"631",23100730,50155263,50019757,5.5512,0.013284598,3.832,0.06,3.83,0.015666,5.55,5.55,0.013284598,0.744386874,0.260133604,3832,0.000218917,1,0.781818182,10.76331343,1.5102933,5.766275702,-6.392437757,0.013239316,4.53e-05,0,0,1,0,0,1,0,0,0,0
"632",23100732,50019720,50019721,5.2506,3.414680293,4.328,0.02,23.07,0.019939,5.25,24.01,0.224191723,1.380379498,0.594913061,4328,0.000686091,3,1.016910544,10.27121904,0.881070067,5.582949213,-5.420833325,0.223215727,0.000975996,0.6382,0,0.3618,0.1657,0,0.8343,0.654446824109445,0.595703171045771,0.4490020496654,0.408699278441299
"633",23100734,50019721,50019722,0.4077,3.522581217,0.78,0.01,33.01,0.016056,0.41,37.05,0.070750286,1.568812827,0.694102274,780,0.000457074,3,1.186453115,10.04917337,1.017597388,6.091972311,-5.805513409,0.070385343,0.000364943,0.7395,0,0.2605,0.2008,3e-04,0.7989,0.573579251990694,0.522094334741209,0.504175679918906,0.458920480973445
"634",23100738,50019722,50019727,4.6386,110.7548615,3.035,0.01,56.25,0.023467,4.64,61.84,0.120236171,1.791237174,0.811183981,3035,0.000469722,4,1.705069689,10.06081848,1.356996434,6.197514803,-5.814429516,0.119280164,0.000956007,0.9179,0,0.0821,0.3231,2e-04,0.6767,0.283868577533535,0.258388314477785,0.631009468593828,0.574369570687058
"635",23100740,50155264,50019724,2.1258,2.362344755,1.986,0.14,1.99,0.070352,2.13,2.13,2.362344755,0.327522403,0.040700773,1986,0.001240085,1,0.781818182,10.32503074,0.20248783,4.462487906,-4.614627991,2.354449575,0.00789518,0.0999,0.4238,0.4763,0.0999,0.4238,0.4763,0.947233023392333,0.862208654648038,0.947233023392333,0.862208654648038
"636",23100742,50155265,50019201,3.4812,0.073470585,1.841,0.05,1.84,0.027174,3.48,3.48,0.073470585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00260000000000005,0,0.9974,0.00260000000000005,0,0.9974,0.0180724510351351,0.0164502538534728,0.0180724510351351,0.0164502538534728
"637",23100744,50019723,50019728,0.5193,0.104261631,1.097,0.05,6.28,0.031847,0.52,3.78,0.003899595,0.577595191,0.172336313,1097,0.000104111,2,0.851945965,10.33170879,1.481231622,6.274643881,-6.987162775,0.00388432,1.53e-05,0.695,0,0.305,0.1386,0,0.8614,0.615041454449346,0.559834857841418,0.402413916742906,0.366292932359939
"638",23100746,50019724,50019719,2.9952,31.17769562,1.924,0.06,11.9,0.045378,3,13.13,4.935093797,1.118178719,0.456893481,1924,0.002045923,2,0.781818182,10.52481252,0.203250844,4.774244313,-4.2270903,4.919279229,0.015814568,0.0247,0.4447,0.5306,0.1063,0.467,0.4267,0.788044625270773,0.717309130253904,0.95726567196252,0.871340764923584
"639",23100748,50155266,50019719,0.4536,0.301844913,1.068,0.14,1.07,0.130841,0.45,0.45,0.301844913,-0.343326954,-0.312426881,1068,0.000691985,1,0.781818182,10.90523763,0.174358524,4.367326127,-5.380833597,0.300970744,0.00087417,0.0436,0.5893,0.3671,0.0436,0.5893,0.3671,0.816097812769495,0.742844241947158,0.816097812769495,0.742844241947158
"640",23100750,50019725,50019724,0.8424,23.88025707,1.003,0.08,7.99,0.042553,0.84,8.01,8.163136628,0.903437284,0.343855974,1003,0.002522277,2,0.781818182,10.38439653,0.207248311,4.372261791,-4.020884346,8.136112066,0.027024561,0.0908,0.6816,0.2276,0.1386,0.4868,0.3746,0.815989267505308,0.742745439789831,0.992162896830052,0.903105587898429
"641",23100756,50155267,50019738,2.682,0.008061502,3.733,0.09,3.73,0.024129,2.68,2.68,0.008061502,0.428458774,0.093832558,3733,0.00016883,1,0.781818182,10.36971071,1.250661048,5.700579314,-6.629762508,0.008031742,2.98e-05,0.00700000000000003,0,0.993,0.00700000000000003,0,0.993,0.0417083585418936,0.0379645840230481,0.0417083585418936,0.0379645840230481
"642",23100758,50155268,50019738,8.2314,0.033574741,6.431,0.07,6.43,0.010886,8.23,8.23,0.033574741,0.915473706,0.350191813,6431,0.000174606,1,0.781818182,10.59838273,1.428341837,6.076055188,-6.367824364,0.033456304,0.000118437,0.0287,9e-04,0.9704,0.0287,9e-04,0.9704,0.13737896577886,0.125047723565344,0.13737896577886,0.125047723565344
"643",23100760,50019726,50019378,3.0105,73.20984819,1.507,0.05,20.22,0.047972,3.01,24.08,6.887937172,1.381631232,0.59557196,1507,0.002583207,2,0.781818182,10.42779908,0.231391235,4.814966045,-4.15006011,6.865028837,0.022908335,0.0260000000000001,0.1348,0.8392,0.0845,0.3951,0.5204,0.512142331935429,0.46617204014377,0.915599328608262,0.833414424772436
"644",23100762,50155269,50019377,0.0171,0,0.177,0,0.18,0,0.02,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1053,0,0.8947,0.1053,0,0.8947,0.336574594921241,0.306363398983351,0.336574594921241,0.306363398983351
"645",23100764,50019727,50140825,1.4949,110.8305929,2.548,0.01,58.8,0.022619,1.49,63.33,0.07573134,1.801611545,0.816644935,2548,0.000386106,4,1.751292533,10.00087874,1.386724379,6.356445365,-5.991484992,0.075091329,0.000640012,0.9133,0,0.0867,0.337,2e-04,0.6628,0.294835598227799,0.268370926912933,0.640846725371742,0.583323827688716
"646",23100766,50155270,50019730,3.6639,0.021609438,4.293,0.04,4.29,0.009324,3.66,3.66,0.021609438,0.563943612,0.165150273,4293,0.000243707,1,0.781818182,10.00648245,0.696052154,5.992385163,-6.526075307,0.021524608,8.48e-05,0,0,1,0,0,1,0,0,0,0
"647",23100768,50155271,50019739,2.3364,0.459682823,3.799,0.08,3.8,0.021053,2.34,2.34,0.459682823,0.368547198,0.06229577,3799,0.000643383,1,0.781818182,10.70053944,0.433251273,5.06069952,-5.345019642,0.458156952,0.001525871,0.0023,0,0.9977,0.0023,0,0.9977,0.0162694991287396,0.0148091363045499,0.0162694991287396,0.0148091363045499
"648",23100770,50155272,50019739,3.1941,0.488723232,4.765,0.09,4.77,0.018868,3.19,3.19,0.488723232,0.504348509,0.133780073,4765,0.000627102,1,0.781818182,10.19842907,0.393470502,5.177287616,-5.264090839,0.486929291,0.001793941,0.0054,0.0039,0.9907,0.0054,0.0039,0.9907,0.0590843815016489,0.053780921723786,0.0590843815016489,0.053780921723786
"649",23100772,50019728,50019729,0.8046,0.108028645,1.401,0.04,7.68,0.03125,0.8,4.59,0.003767013,0.661386698,0.216443232,1401,8.76e-05,2,1.327303092,10.21662447,1.774982421,6.468139124,-7.207608311,0.003746087,2.09e-05,0.7975,0,0.2025,0.2542,0,0.7458,0.5038486888159,0.45862284084473,0.566902450142514,0.516016847790581
"650",23100774,50155273,50019198,2.6271,0.001611229,2.937,0.06,2.94,0.020408,2.63,2.63,0.001611229,0.419476604,0.089104444,2937,9.83e-05,1,0.781818182,10.56410769,1.439267444,6.084739377,-7.318758763,0.001605498,5.73e-06,0.00549999999999997,0,0.9945,0.00549999999999997,0,0.9945,0.0341013867214158,0.0310404198762042,0.0341013867214158,0.0310404198762042
"651",23100776,50019729,50019732,0.0495,1.246405834,0.103,0.03,7.79,0.03466,0.05,4.64,1.13837719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9273,0.0727,0,0.2613,8e-04,0.7379,0.260567670438446,0.237178914823848,0.580674284093934,0.528552511275755
"652",23100778,50019730,50019721,8.9712,0.037150639,4.872,0.02,9.17,0.006543,8.97,12.64,0.0155412,1.101578683,0.448155407,4872,0.000232599,1,1.339804371,10.01723231,1.252423532,6.205048011,-6.520280765,0.015449907,9.13e-05,0.3523,0.0013,0.6464,0.2502,9e-04,0.7489,0.658231891411983,0.599148487779963,0.56950687038651,0.518387493259287
"653",23100780,50019731,50019725,0.6147,13.33863437,0.907,0.06,4.05,0.037037,0.61,3.61,5.261387089,0.558036214,0.162040685,907,0.002276245,2,0.781818182,10.6255358,0.197518493,4.227347763,-4.371293698,5.244944186,0.016442902,0.0834999999999999,0.8433,0.0732,0.1402,0.496,0.3638,0.542434391349873,0.493745060878108,0.991090576886217,0.902129520222057
"654",23100782,50155274,50019731,0.0063,6.125132561,0.086,0,0.09,0,0.01,0.01,6.125132561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142885711428857,0.428557144285571,0.428557144285571,0.142885711428857,0.428557144285571,0.428557144285571,1.00427385550555,0.914129457556924,1.00427385550555,0.914129457556924
"655",23100784,50155275,50019731,2.9934,1.952114716,3.06,0.09,3.06,0.029412,2.99,2.99,1.952114716,0.476164754,0.118944457,3060,0.00118224,1,0.781818182,10.57549895,0.201291326,4.684508159,-4.670874641,1.945932578,0.006182139,0.1519,0.4248,0.4233,0.1519,0.4248,0.4233,1.01384751919021,0.922843781785232,1.01384751919021,0.922843781785232
"656",23100786,50155276,50019734,2.2914,0.005854232,3.233,0.09,3.23,0.027864,2.29,2.29,0.005854232,0.360100909,0.057849737,3233,0.00014793,1,0.781818182,10.27658912,1.503118575,5.779270023,-6.734239083,0.005832124,2.21e-05,0.00469999999999999,0,0.9953,0.00469999999999999,0,0.9953,0.0298818436756384,0.0271996262774971,0.0298818436756384,0.0271996262774971
"657",23100788,50155277,50019734,2.1168,0.005450795,3.172,0.09,3.17,0.028391,2.12,2.12,0.005450795,0.325679827,0.039730862,3172,0.000142867,1,0.781818182,10.05640468,1.413705926,5.777865259,-6.805208242,0.005429205,2.16e-05,0,0,1,0,0,1,0,0,0,0
"658",23100792,50155278,50019737,1.7856,4.885183841,1.05,0.08,1.05,0.07619,1.79,1.79,4.885183841,0.251784177,0.000833012,1050,0.002051407,1,0.781818182,10.55046015,0.245754691,4.116950559,-4.344720768,4.869242432,0.015941409,0.2434,0.2939,0.4627,0.2434,0.2939,0.4627,1.06041327886694,0.965229762860672,1.06041327886694,0.965229762860672
"659",23100794,50155279,50019752,1.7775,0.574935062,2.617,0.09,2.62,0.034351,1.78,1.78,0.574935062,0.249809609,-0.000206378,2617,0.000742181,1,0.781818182,10.32842211,0.364988186,4.824574898,-5.273271337,0.572894808,0.002040254,0,0,1,0,0,1,0,0,0,0
"660",23100796,50155280,50019752,4.0959,0.776606491,3.73,0.11,3.73,0.029491,4.1,4.1,0.776606491,0.612349345,0.190630514,3730,0.000753955,1,0.781818182,10.91449615,0.37776341,5.075538881,-5.081811735,0.77416112,0.002445372,0.0124,0.0487,0.9389,0.0124,0.0487,0.9389,0.260806015202808,0.237395865577831,0.260806015202808,0.237395865577831
"661",23100798,50019732,50019733,0.1872,1.250316467,0.491,0.04,8.28,0.03744,0.19,4.82,0.003910633,0.683245219,0.227949315,491,7.16e-05,2,2.002597057,10.14066631,1.412485772,6.665512153,-7.397940009,0.003870169,4.05e-05,0.9279,0.0721,0,0.2872,0.0036,0.7092,0.259037432148323,0.235786031906091,0.622254187479403,0.566400170376563
"662",23100800,50019733,50232906,0.0783,1.649861481,0.082,0.06,8.36,0.044258,0.08,4.9,0.399545014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.2986,0.0035,0.6979,0,0,0.631715770918498,0.57501247476883
"663",23100802,50155281,50019735,1.4562,0.001303082,2.675,0.08,2.68,0.029851,1.46,1.46,0.001303082,0.163221027,-0.045785647,2675,9.4e-05,1,0.781818182,9.879733879,1.466295895,6.032538354,-7.427128398,0.0012977,5.38e-06,0.0142,0,0.9858,0.0142,0,0.9858,0.0745127884320894,0.0678244629162342,0.0745127884320894,0.0678244629162342
"664",23100804,50155282,50019735,2.7333,0.001187341,2.314,0.06,2.31,0.025974,2.73,2.73,0.001187341,0.436687301,0.098163964,2314,0.000103094,1,0.781818182,9.615197223,1.607241938,6.132322192,-7.438898616,0.001182121,5.22e-06,0.0181,0,0.9819,0.0181,0,0.9819,0.0905495621343453,0.0824217634085652,0.0905495621343453,0.0824217634085652
"665",23100806,50155283,50019379,1.0089,1.076367176,1.47,0.19,1.47,0.129252,1.01,1.01,1.076367176,0.003848122,-0.129677775,1470,0.000842248,1,0.781818182,8.721150702,0.316994163,4.424800979,-4.961226727,1.07083308,0.005534095,0.0839,0.2462,0.6699,0.0839,0.2462,0.6699,0.821371637596625,0.747644684179171,0.821371637596625,0.747644684179171
"666",23100808,50155284,50019197,4.7502,0.003346556,3.548,0.05,3.55,0.014085,4.75,4.75,0.003346556,0.676711895,0.224510246,3548,0.000131951,1,0.781818182,10.53366877,1.373874182,6.039568128,-6.964970718,0.003334594,1.2e-05,0.0925,0,0.9075,0.0925,0,0.9075,0.308284068093039,0.280612251722383,0.308284068093039,0.280612251722383
"667",23100810,50019734,50019736,0.1458,0.012826714,0.503,0.04,6.91,0.031838,0.15,4.55,0.001521687,0.658393026,0.214867397,503,7.3e-05,2,0.781818182,10.26277239,1.457832862,6.603870169,-7.402304814,0.001515888,5.8e-06,0.1914,0,0.8086,0.00849999999999995,0,0.9915,0.488246623060615,0.444421228577859,0.0489891296902266,0.0445918275223537
"668",23100812,50019735,50019736,0.3771,0.004777536,1.064,0.04,6.05,0.029752,0.38,4.57,0.002287113,0.659592972,0.215499035,1064,8.59e-05,2,0.781818182,9.85568708,1.502737933,6.508334348,-7.179142011,0.00227756,9.55e-06,0.0191,0,0.9809,0.0169,0,0.9831,0.0945155010979548,0.0860317166236504,0.0857158476685595,0.0780219268914934
"669",23100814,50155285,50019765,2.079,0.011223626,3.064,0.1,3.06,0.03268,2.08,2.08,0.011223626,0.317854489,0.035611691,3064,0.000144595,1,0.781818182,10.33763614,1.679737379,5.624491422,-6.631580227,0.011181609,4.2e-05,0.00219999999999999,0,0.9978,0.00219999999999999,0,0.9978,0.0156600336443378,0.0142543769133723,0.0156600336443378,0.0142543769133723
"670",23100816,50155286,50019765,0.045,0,0.242,0.07,0.24,0.291667,0.05,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0
"671",23100818,50155287,50019399,1.1403,2.667300189,1.978,0.15,1.98,0.075758,1.14,1.14,2.667300189,0.057019124,-0.10168915,1978,0.001309142,1,0.781818182,10.49373244,0.169418197,4.256834158,-4.555698703,2.658924724,0.008375465,0.1373,0.5659,0.2968,0.1373,0.5659,0.2968,0.955331405796824,0.86958011998483,0.955331405796824,0.86958011998483
"672",23100820,50155288,50019195,2.1348,0.000482198,3.31,0.05,3.31,0.015106,2.13,2.13,0.000482198,0.329357194,0.041666587,3310,7.31e-05,1,0.781818182,10.25887672,1.368356646,6.224022987,-7.841637508,0.00048036,1.84e-06,0.0101000000000001,0,0.9899,0.0101000000000001,0,0.9899,0.0564605429475689,0.0513926009475264,0.0564605429475689,0.0513926009475264
"673",23100822,50019736,50019747,0.3339,0.019164322,0.457,0.03,13.42,0.032042,0.33,9.45,0.001560072,0.975638566,0.381861927,457,8.05e-05,3,0.781818182,10.10073921,1.545739284,6.806260327,-7.320572103,0.001553907,6.16e-06,0.5256,0,0.4744,0.0308000000000001,0,0.9692,0.691835887296315,0.629736163005289,0.137512144047822,0.125168947649888
"674",23100824,50155289,50019740,1.494,3.773457419,1.544,0.17,1.54,0.11039,1.49,1.49,3.773457419,0.174350597,-0.039927165,1544,0.001536792,1,0.781818182,10.36500735,0.244270357,4.195033845,-4.412767665,3.760657575,0.012799845,0.2971,0.318,0.3849,0.2971,0.318,0.3849,1.09241173163113,0.994356009758,1.09241173163113,0.994356009758
"675",23100826,50019737,50019740,0.5238,13.07363001,0.821,0.1,1.87,0.096257,0.52,2.31,8.188446169,0.363499161,0.05963854,821,0.002432057,1,0.781818182,10.47834005,0.232010032,4.015171191,-4.103217835,8.161495896,0.026950273,0.1254,0.5344,0.3402,0.2166,0.3485,0.4349,0.962033052967344,0.87568022212245,1.06080821967444,0.965589253475859
"676",23100828,50155290,50019742,6.1371,0.347397657,6.889,0.06,6.89,0.008708,6.14,6.14,0.347397657,0.7879632,0.283071698,6889,0.000552811,1,0.781818182,10.28912048,0.498559288,5.515260371,-5.391588434,0.346128477,0.00126918,0.00340000000000002,0,0.9966,0.00340000000000002,0,0.9966,0.0227197449191987,0.0206804030444104,0.0227197449191987,0.0206804030444104
"677",23100830,50019738,50019748,1.8486,0.047881248,1.388,0.03,11.55,0.01645,1.85,12.76,0.006245006,1.10591874,0.450439965,1388,0.000148881,2,0.781818182,10.54098483,1.468451263,6.398955652,-6.742321425,0.006222586,2.24e-05,0.2498,0,0.7502,0.0560999999999999,6e-04,0.9433,0.562115315475436,0.511659410033462,0.221115183150416,0.201267713306286
"678",23100832,50019739,50019742,3.7026,1.753739925,3.709,0.04,12.27,0.017115,3.7,9.23,0.805333871,0.965347539,0.376444845,3709,0.000847021,2,0.781818182,10.39826592,0.456901235,5.368012887,-5.118345528,0.802476646,0.002857225,0.0639,0,0.9361,0.0281,0.0013,0.9706,0.237566318917368,0.21624218240393,0.137975327819019,0.125590555687568
"679",23100834,50019740,50019397,0.4707,41.34171675,0.321,0.14,3.74,0.131016,0.47,4.27,24.49462932,0.630844679,0.200366253,321,0.005481384,2,0.781818182,10.45043409,0.225912705,3.674258299,-3.532165755,24.41379312,0.080836202,0.0173,0.8049,0.1778,0.2227,0.3882,0.3891,0.551957873556894,0.502413707957021,1.0690868637601,0.973124800065901
"680",23100836,50155291,50019751,1.2762,0.003940033,2.216,0.04,2.22,0.018018,1.28,1.28,0.003940033,0.10591874,-0.075948935,2216,0.00013352,1,0.781818182,10.09509787,0.517071198,6.273428752,-7.261219442,0.003924964,1.51e-05,0.0148,0,0.9852,0.0148,0,0.9852,0.0770442315208038,0.0701286817155555,0.0770442315208038,0.0701286817155555
"681",23100840,50155292,50019749,0,117.6981354,0.105,0,0.11,0,0,0,117.6981354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0673,0.3436,0.5891,0.0673,0.3436,0.5891,0.860403215656082,0.783172757606036,0.860403215656082,0.783172757606036
"682",23100842,50155293,50019749,0.7533,1.575837062,1.098,0.26,1.1,0.236364,0.75,0.75,1.575837062,-0.123032033,-0.19646608,1098,0.001006561,1,0.781818182,10.23117439,0.213201359,4.141455851,-4.788305957,1.57042506,0.005412001,0.0418,0.4552,0.503,0.0418,0.4552,0.503,0.836603927373507,0.761509711845436,0.836603927373507,0.761509711845436
"683",23100844,50019741,50019398,1.3095,15.35139458,1.275,0.11,3.18,0.084906,1.31,3.3,9.412803375,0.518553419,0.14125738,1275,0.002113162,1,1.092788421,10.81869923,0.167155202,4.214039532,-4.159170702,9.37970739,0.033095985,0.1814,0.6083,0.2103,0.1807,0.636,0.1833,0.93994109325216,0.85557125379663,0.907981272808618,0.826480171552968
"684",23100846,50155294,50019376,0.7938,0.359191134,1.586,0.14,1.59,0.08805,0.79,0.79,0.359191134,-0.100288905,-0.18449435,1586,0.000669417,1,0.781818182,10.23995903,0.570873254,4.609488011,-5.334907044,0.357855826,0.001335308,0.0023,0,0.9977,0.0023,0,0.9977,0.0162694991287396,0.0148091363045499,0.0162694991287396,0.0148091363045499
"685",23100848,50019742,50019744,4.1202,2.416198882,4.448,0.02,23.61,0.012283,4.12,19.49,0.315061301,1.289820752,0.547243943,4448,0.00074046,2,0.781818182,10.04892605,0.477941099,5.486581427,-5.310947128,0.313851833,0.001209468,0.1212,0.0013,0.8775,0.04,9e-04,0.9591,0.379079197802873,0.345052755838409,0.175118790147383,0.159399992111581
"686",23100850,50155295,50019760,2.6937,0.302532401,3.822,0.08,3.82,0.020942,2.69,2.69,0.302532401,0.430349226,0.094827672,3822,0.000563875,1,0.781818182,9.505608511,0.484032501,5.205459882,-5.492762076,0.301215862,0.001316539,0.003,0,0.997,0.003,0,0.997,0.0204229244641799,0.0185897469697334,0.0204229244641799,0.0185897469697334
"687",23100852,50155296,50019753,2.5074,1.414783835,2.103,0.01,2.1,0.004762,2.51,2.51,1.414783835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0
"688",23100854,50019743,50020738,10.4751,4.275059531,5.927,0.01,38.83,0.010301,10.48,37.14,0.153090149,1.569813834,0.694629193,5927,0.000520823,2,1.729022211,10.04514627,1.153435167,5.952520227,-5.724504369,0.151835783,0.001254366,0.8488,0,0.1512,0.3434,4e-04,0.6562,0.42478497436378,0.386655946547588,0.646626186382745,0.588584519809691
"689",23100856,50019744,50019746,0.0189,3.552115354,0.116,0,23.73,0.012221,0.02,19.51,1.135916471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8571,0,0.1429,0.0408,9e-04,0.9583,0.410193100480572,0.373373850549101,0.177652201927263,0.161706002890827
"690",23100858,50019745,50019746,0.0054,0.057238227,0.064,0,8.77,0.007982,0.01,6.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0.3909,0,0.6091,0.693147180559945,0.630929753571457,0.669148965923214,0.609085637240094
"691",23100860,50019746,50019743,0.6993,4.121969381,0.413,0.03,32.91,0.011851,0.7,26.66,0.5126158,1.425900868,0.618875005,413,0.001334811,2,0.933144582,9.766034186,0.591057699,4.959618692,-4.847757534,0.510269543,0.002346257,0.7748,0,0.2252,0.1448,7e-04,0.8545,0.533411078591493,0.485531687651308,0.419257416112101,0.381624546199445
"692",23100862,50155297,50019193,2.1726,0.001789873,3.135,0.07,3.14,0.022293,2.17,2.17,0.001789873,0.336979775,0.045679029,3135,9.46e-05,1,0.781818182,10.18364229,1.443542314,6.020869266,-7.288192771,0.00178297,6.9e-06,0.00459999999999994,0,0.9954,0.00459999999999994,0,0.9954,0.0293452190271582,0.0267111694724756,0.0293452190271582,0.0267111694724756
"693",23100866,50019747,50019759,1.1457,0.020245527,0.811,0.02,14.23,0.031623,1.15,10.6,0.001081205,1.025314059,0.408010556,811,6.66e-05,3,0.781818182,10.11093079,1.596727433,7.072784544,-7.441291429,0.001076929,4.28e-06,0.1932,0,0.8068,0.0484000000000001,0,0.9516,0.490829870549157,0.446772601774015,0.193776916845115,0.176383350927231
